idcode,date,wordcount,author,title
uc2.ark:/13960/t6xw49495,1908,89403,"Nicholson, Meredith,",The little brown jug at Kildare
nyp.33433074846258,1908,25847,"Connolly, James B.",An Olympic victor;
nyp.33433074854591,1908,58829,"Fox-Davies, Arthur Charles,",The finances of Sir John Kynnersley
uc2.ark:/13960/t5bc3tf7b,1908,43031,"Major, Charles,",The bears of Blue River
uva.x001866495,1908,45962,"Young, Clarence.",The motor boys on the Atlantic;
uc2.ark:/13960/t6tx3730k,1908,76529,"Tracy, Louis,",The message
uc1.b3561862,1908,47856,"Davis, Richard Harding,",Gallegher and other stories
uc1.b3322373,1908,114105,"Henderson, C. Hanford",The lighted lamp
uc2.ark:/13960/t0rr1pt4j,1908,86011,"Nicholson, Meredith,",The little brown jug at Kildare
uc2.ark:/13960/t82j6b43s,1908,41941,"Sedgwick, Anne Douglas,",Amabel Channice
nyp.33433081936449,1908,100526,"Brown, Alice,",Rose MacLeod
nyp.33433075768675,1908,129570,"Williamson, C. N.",The chauffeur and the chaperon
uc2.ark:/13960/t5r78691f,1908,120385,"Glasgow, Ellen Anderson Gholson,",The ancient law
nyp.33433076088123,1908,61857,"Harrison, Burton,",The count and the congressman
nyp.33433074875141,1908,70264,"McCarthy, Justin H.",The duke's motto;
nyp.33433074879325,1908,81724,"Locke, William John,",The belovéd vagabond
nyp.33433076090582,1908,11288,"Warner, Anne,",The panther
uc2.ark:/13960/t9c53h70w,1908,74045,"Mathews, Frances Aymar,",The flame dancer
uc2.ark:/13960/t0000305f,1908,2483,"Ryder, Robert O.",The young lady across the way
uc2.ark:/13960/t0pr7q55k,1908,48378,"Locke, William John,",A study in shadows
uc2.ark:/13960/t4zg6gg55,1908,58925,"Hotchkiss, Chauncey Crafts,",A prisoner of the sea
uc2.ark:/13960/t6h136w8k,1908,27781,"Molnár, Ferenc,",The devil
mdp.39015010913203,1908,80309,"Musset, Alfred de,",The complete writings of Alfred de Musset
nyp.33433076049174,1908,134318,"Phillips, David Graham,",Old wives for new;
nyp.33433074952122,1908,64300,"Curties, Henry,",The Queen's Gate mystery
uc2.ark:/13960/t6348h09b,1908,102248,"Durham, Robert Lee,",The call of the South
uc2.ark:/13960/t1xd0sc6x,1908,103374,"Montgomery, L. M.",Anne of Green Gables
uc2.ark:/13960/t4jm24m8d,1908,159892,"Wyneken, L. Ernest",Chronicles of Manuel Alanus;
uc2.ark:/13960/t4mk66529,1909,158703,<blank>,Tales of wonder
uc2.ark:/13960/t24b31h85,1909,38328,"Futrelle, Jacques,",Elusive Isabel
mdp.39015002708439,1909,64145,"Henry, O.,",Options
uc2.ark:/13960/t7br8nv2g,1909,27626,"Allen, James Lane,",The bride of the mistletoe
mdp.39015069932344,1909,209535,"Borrow, George,",Lavengro;
nyp.33433076065212,1909,126773,"Henshaw, Nevil Gratiot,",Aline of the Grand woods;
uc2.ark:/13960/t27942m8w,1909,84885,"Williamson, A. M.",The silent battle
inu.30000108906763,1909,158146,"Howells, William Dean,",A modern instance
uc2.ark:/13960/t37081331,1909,46744,"Chesterton, G. K.",The Napoleon of Notting Hill
mdp.39015065553268,1909,41019,"Warren, Maude Lavinia (Radford)",Peter-Peter
uc2.ark:/13960/t9s17w893,1909,37340,"Balzac, Honoré de,",Stories
uc2.ark:/13960/t6j09x02z,1909,64435,"Ewing, Juliana Horatia,",Juliana Horatia Ewing's works
uc2.ark:/13960/t14m95v3n,1909,93265,"Haggard, H. Rider","The yellow god, an idol of Africa"
uva.x002313330,1909,139812,"Gautier, Théophile,",[Works of Gautier]
nyp.33433074837448,1909,99564,"Beach, Rex,",The silver horde;
uva.x000023140,1909,107967,"James, Henry,",The wings of the dove
uc2.ark:/13960/t3xs5md6j,1909,90979,"Bacon, Josephine Daskam,",Margarita's soul
umn.31951d005375148,1909,128483,"Hawthorne, Julian,",The lock and key library: classic mystery and detective stories;
uc2.ark:/13960/t0ks6j46k,1909,93840,"Orcutt, William Dana,",The spell
uc2.ark:/13960/t0zp3xk1s,1909,57589,"Tompkins, Juliet Wilbor,",Open house
mdp.39015063930419,1909,45366,"King, Charles,",Waring's peril
uc2.ark:/13960/t6nz83j89,1909,64171,"Hart, Caroline.","Lil, the dancing girl"
mdp.39076005000166,1909,66902,"Barrie, J. M.","The little white bird; or, Adventures in Kensington gardens"
wu.89001431683,1909,89294,"Montgomery, L. M.",Anne of Avonlea
uva.x030742698,1909,74729,"Douglas, Hudson.",Beyond the skyline
uc2.ark:/13960/t0bv7cg6w,1909,60072,"Williamson, A. M.",The castle of the shadows
uc1.b4104047,1909,271768,"Blackmore, R. D.",Lorna Doone
uc2.ark:/13960/t57d2sd80,1909,32847,"Rothfield, Otto,",Indian dust
uc2.ark:/13960/t48p5ww2j,1909,69030,"Moffett, Cleveland,",The battle
loc.ark:/13960/t17m0n422,1909,32905,"Hutchinson, Frederick Winthrop.",The men who found America
uc2.ark:/13960/t21c1w627,1909,99398,"Fisher, Mary,",The journal of a recluse
uc2.ark:/13960/t9s17v829,1909,17990,"Tarkington, Booth,",Beasley's Christmas party
coo.31924013587674,1909,67659,"Benson, E. F.",The climber
nyp.33433076053556,1909,193758,"Page, Thomas Nelson,",Red Rock; a chronicle of reconstruction
uc2.ark:/13960/t6348h03f,1909,80080,"Rolt-Wheeler, Francis,",The boy with the U. S. survey
nyp.33433076063522,1908,44189,"Stone, Matilda Woods.",Every man his chance
mdp.39015085430067,1909,101146,"Sylvester, Charles Herbert.",Journeys through Bookland;
uva.x004801905,1909,128308,"Kipling, Rudyard,",Works of Rudyard Kipling
uc2.ark:/13960/t6pz53712,1909,43848,<blank>,California story book
nyp.33433074926522,1909,215352,"Bennett, Arnold,",The old wives' tale
uc2.ark:/13960/t6rx9700w,1909,104946,"Turquan, Joseph,",The love affairs of Napoleon
nyp.33433074816392,1909,40157,"Wilder, Marshall P.",The ten books of the merrymakers
nyp.33433075731657,1909,75438,"Emerson, Willis George,",The builders
uc2.ark:/13960/t2j679f2j,1909,74063,"Osbourne, Lloyd,",Infatuation
uc1.b3325271,1909,172432,"Ward, Humphry,",Sir George Tressady
uc2.ark:/13960/t1mg7vs56,1909,80738,"Kipling, Rudyard,",Plain tales from the hills
nyp.33433074944905,1907,129737,"Cross, Victoria.",Life's shop window
uc2.ark:/13960/t6c24rx9m,1909,18932,"Burr, Jane,",Letters of a Dakota divorcee
coo.31924013614197,1909,53015,"Frankau, Julia,",An incompleat Etonian
uc2.ark:/13960/t52f7kb0f,1909,45592,"Chambers, Robert W.",Special messenger
nyp.33433076062011,1910,9575,"Whitney, Gertrude Capen,",Yet speaketh he
loc.ark:/13960/t9q24h56b,1910,27710,"Thurston, E. Temple",The patchwork papers
nyp.33433044038846,1910,44361,"McElroy, John,",Si Klegg;
uc2.ark:/13960/t3st7gr0b,1910,44516,"Kennedy, John Joseph.",The Inseparables
uc1.b4407663,1910,79888,"Gorky, Maksim,",Malva
uc2.ark:/13960/t0rr1qg7x,1910,73916,"Henry, O.,",Strictly business
uc2.ark:/13960/t9q23s64r,1910,8987,"Gouraud, Aimée Crocker.",Moon-madness
uc2.ark:/13960/t4bn9xd9v,1910,71058,"Hazard, R. H.",The house on stilts;
uc2.ark:/13960/t3fx75r0j,1910,57015,"Hay, Ian,",The right stuff
uc2.ark:/13960/t6930q48m,1899,52862,"Spofford, Harriet Elizabeth Prescott,",Old Madame
mdp.39015030866019,1910,68391,"Watson, Thomas E.",Waterloo
mdp.39015005750545,1910,27669,"Bangs, John Kendrick,",A house-boat on the Styx;
uc2.ark:/13960/t6445m34p,1910,133253,"De Morgan, William,",An affair of dishonor
mdp.39015030709672,1910,42290,"Mitchell, S. Weir",The Guillotine club
uva.x030758872,1910,95129,"Harben, Will N.",Abner Daniel
nyp.33433082531215,1910,63596,"Ely, Wilmer M.","The boy chums in the forest, or Hunting for plume birds in the Florida Everglades"
uc2.ark:/13960/t8gf0pm9h,1910,65350,"Foster, R. F.",Cab no. 44
mdp.39015033908990,1910,30703,"Cuthbertson, David.","Thirty-three years' adventures in bookland, including walks in the humorous avenues of library life;"
uc2.ark:/13960/t8sb47j62,1910,81140,"Feuillet, Octave,",Monsieur de Camors (Monsieur de Camors)
nyp.33433074822937,1910,36310,"Barbour, Ralph Henry,",The golden heart
uc1.b3332891,1910,122200,"Henty, G. A.",Col. Thorndyke's secret
mdp.39015063916889,1910,61134,"Du Chaillu, Paul B.",Ivar the viking;
uc2.ark:/13960/t6154mk40,1910,95145,"Maupassant, Guy de,",Pierre and Jean
uc2.ark:/13960/t25b00p66,1910,61087,"Isham, Frederic Stewart,",The Social bucaneer
nyp.33433067283642,1910,103743,"Mitchell, S. Weir",[Works of S. Weir Mitchell]
mdp.39015051097940,1910,109567,"Hatcher, William Eldridge,",Along the trail of the friendly years
nyp.33433076089550,1910,66658,"Goodrich, Arthur Frederick,",The yardstick man
coo.31924014158236,1910,76491,"Stevenson, Robert Louis,",Kidnapped;
mdp.39015063960606,1910,66346,"Stevenson, Robert Louis,",An inland voyage
uc2.ark:/13960/t2n58gx1c,1910,93655,"Chamberlain, Lucia.",Son of the wind
nyp.33433074879978,1910,113775,"Little, M.",At the sign of the burning bush
uc2.ark:/13960/t4cn7056n,1910,120745,"Herrick, Robert,",A life for a life
uc2.ark:/13960/t3xs5m71w,1910,50863,"Lyle, Eugene P.",Blaze Derringer
mdp.39015014614195,1910,118453,"Hawthorne, Nathaniel,",A wonder book
uc2.ark:/13960/t7cr5nz1h,1910,60539,"Knapp, George Leonard,",The scales of justice
bc.ark:/13960/t3pv74n3q,1910,220155,<blank>,Harvard classics
uc2.ark:/13960/t87h1gq4v,1910,54574,"Daviess, Maria Thompson,",The road to Providence
mdp.39015023179024,1910,87710,"Lincoln, Joseph Crosby,",The depot master
nyp.33433082343496,1910,61319,"Lippmann, Julie Mathilde,",Dorothy Day;
nyp.33433043249279,1910,56382,"Mathewson, Christy,",Won in the ninth
mdp.39015005632982,1910,34313,"Stevenson, Robert Louis,",Travels with a donkey in the Cevennes;
uva.x001022769,1910,58939,"Page, Thomas Nelson,","The novels, stories, sketches and poems of Thomas Nelson Page"
uc2.ark:/13960/t70v8j761,1910,98059,"Bindloss, Harold,",Thurston of Orchard Valley
uc1.b4104900,1910,125190,"Morris, William,",The collected works of William Morris
nyp.33433067359236,1910,17408,"Secretan, J. H. E.",Out west
nc01.ark:/13960/t26975s29,1910,50731,"Townsend, Metta Folger,",In the Nantahalas
uc2.ark:/13960/t6ww7cc32,1910,101076,"Crockett, S. R.",The dew of their youth
uc2.ark:/13960/t5w66cz2n,1910,22968,"Chambers, Robert W.",Iole
nyp.33433076048150,1910,106199,"Ray, Anna Chapin,",Over the quicksands
uc2.ark:/13960/t88g8rq1b,1910,333672,"Dickens, Charles,",Life and adventures of Martin Chuzzlewit
mdp.39015014430782,1911,114316,"Herrick, Robert,",The healer
uc2.ark:/13960/t0wp9wh4k,1911,31260,"Mansfield, Katherine,",In a German pension
nyp.33433074810056,1911,74404,"Dickson, Harris,",Old Reliable
uc1.b3326030,1911,70169,"Sinclair, Francis.",Under western skies: life pictures from memory
uc2.ark:/13960/t40r9tv6x,1911,66505,"Somerville, E. Œ.",Dan Russell the fox
uc2.ark:/13960/t3gx47g5c,1911,107836,"Ellis, J. Breckenridge",Something else
uc1.b3325250,1911,115203,"Ward, Humphry,",The writings of Mrs. Humphry Ward
uc2.ark:/13960/t02z15h64,1911,68869,"Marie,","French mediaeval romances from the lays of Marie de France, tr. by Eugene Mason"
mdp.39015003451062,1911,44118,"Synge, J. M.",The Aran islands
nyp.33433076089824,1911,85591,"Green, Anna Katharine,",Initials only
uc2.ark:/13960/t0js9js4z,1911,83982,"Watson, H. B. Marriott",Alise of Astra
uc2.ark:/13960/t3dz04t1w,1911,60409,"Saunders, Ripley Dunlap,",Colonel Todhunter of Missouri
uc2.ark:/13960/t6b27st7j,1911,101255,"Hope, Anthony,",Mrs. Maxon protests
uc1.b4282157,1911,97030,"Maupassant, Guy de,",The Normandy edition of the works of Guy de Maupassant
nyp.33433074968102,1911,110254,"Dixon, Thomas,",The root of evil;
uc1.32106001597357,1911,44300,"Tolstoy, Leo,","The forged coupon, and other stories"
uc2.ark:/13960/t18k7573q,1911,103731,"Lincoln, Joseph Crosby,",Keziah Coffin
nyp.33433076088065,1911,142164,"Harrison, Henry Sydnor,",Queed
coo.31924013572635,1911,87646,"Williamson, Charles Norris,",The golden silence
nyp.33433074969001,1911,85284,"Oppenheim, E. Phillips",Havoc
uc2.ark:/13960/t5h99180b,1911,86291,"Sheldon, Charles M.,",The high calling
uc2.ark:/13960/fk18k74z0j,1911,52995,"Harris, Corra,",Eve's second husband
mdp.39015088628444,1911,61486,"Ewing, Juliana Horatia,",A great emergency & other tales
nyp.33433082285960,1911,54741,"Winfield, Arthur M.",The Rover boys DownEast
uc2.ark:/13960/t4qj78t14,1911,34038,"Thayer, John Adams,",Getting on;
mdp.39015003940882,1911,116228,"Glasgow, Ellen Anderson Gholson,",The miller of Old Church
njp.32101068141975,1911,107309,"Lincoln, Joseph Crosby,",Cap'n Warren's wards
uc2.ark:/13960/t3dz0fv4h,1911,58325,"Meredith, George,",Celt and Saxon (unfinished)
coo.31924013605963,1911,56437,"De La Pasture, Henry,",Master Christopher
nyp.33433074870290,1911,53310,"Hichens, Robert,",The dweller on the threshold
uc1.b3325257,1911,138231,"Ward, Humphry,",The writings of Mrs. Humphry Ward
uc2.ark:/13960/t0sq8x87b,1911,82411,"Thisted, Valdemar Adolph,",Letters from hell
uc2.ark:/13960/t12n50h0v,1911,74478,"Belasco, David,",The girl of the golden West
nyp.33433074812078,1911,90211,"Child, Richard Washburn,",The man in the shadow
mdp.39015043496457,1911,99311,"Seton, Ernest Thompson,",Rolf in the woods;
uva.x030826062,1911,51782,"Reid, Jane Brewster.",Carey of St. Ursula's
mdp.39015049418760,1911,33438,"Butler, Ellis Parker,",The adventures of a suburbanite
nyp.33433075807630,1911,16912,"Balzac, Honoré de,",Love in a mask;
uva.x000179675,1911,62005,"Ferber, Edna,","Dawn O'Hara, the girl who laughed"
uc2.ark:/13960/t6057ft7b,1911,78992,"Mitford, Bertram,",The heath hover mystery
mdp.39015063943115,1911,117642,"Kester, Vaughan,",The prodigal judge
uc2.ark:/13960/t02z12s0k,1911,55600,"Gilman, Bradley,",The Sultan's rival
uc2.ark:/13960/t26973133,1911,80560,"Benson, Robert Hugh,",The dawn of all
uc2.ark:/13960/t40r9n182,1911,33877,"Barbour, Ralph Henry,",Joyce of the jasmines
nyp.33433076064280,1911,62956,"Hodge, William Thomas,",The guest of honor
uc2.ark:/13960/t3zs2tr8n,1911,39593,"McDonnell, Randal,",Ardnaree
nyp.33433074843479,1911,45088,"Davis, See Barham.",The power of conscience
mdp.39015012840560,1911,67129,"Vaka, Demetra,",In the shadow of Islam
mdp.39015063973054,1911,69854,"Walpole, Hugh,",The gods and Mr. Perrin;
uc2.ark:/13960/t3513xc55,1911,82501,"De Morgan, William,",A likely story
nyp.33433076049554,1912,64676,"Preston, Anna.",The record of a silent life
uc2.ark:/13960/t5x63cb37,1912,102908,"Wharton, Edith,",The reef; a novel
uc2.ark:/13960/t9t14vb9r,1912,72570,"Ellis, J. Breckenridge",Fran
nyp.33433084714090,1912,43033,"Dopp, Katharine Elizabeth,",The early sea people
uc2.ark:/13960/t3028rg92,1912,66874,"Barrie, J. M.",The little white bird
uc2.ark:/13960/t0qr4q764,1912,94525,"Burnham, Clara Louise,",The Inner Flame
uc2.ark:/13960/t1mg7s22h,1912,94146,"McCulloch, William,",Bengali household tales
mdp.39015022681178,1912,63561,"Plummer, Mary Wright,",Roy and Ray in Mexico
nyp.33433043249295,1912,64727,"Garis, Howard Roger,",Those Smith boys on the diamond
uc2.ark:/13960/t6445kw90,1912,68616,"Judith, Jule Bernat,",My autobiography
uc2.ark:/13960/t8nc5v68g,1912,75972,"Davies, Acton,","The first lady in the land; or, When Dolly Todd took boarders"
nyp.33433074878996,1912,57663,"Lucas, E. V.",London Lavender;
uc1.b4097964,1912,247602,"Dreiser, Theodore,",The financier;
nyp.33433074853528,1912,82082,"Drew, Reginald.",Anne Boleyn
uc2.ark:/13960/t3kw5801j,1912,76713,"Seltzer, Charles Alden,",The coming of the law
uc2.ark:/13960/t2c82602q,1912,49406,"Sandes, John,",Designing fate
mdp.39076005018622,1912,77220,"Scott, Walter,",The works of Sir Walter Scott
mdp.39015005238822,1912,159970,"Gaskell, Elizabeth Cleghorn,",Mary Barton
ien.35556027278860,1912,59146,"Gowans, Adam L.",Famous ghost-stories by English authors
nyp.33433082338231,1912,85235,"Brown, Frederic Kenyon,",Through the school;
coo.31924013231265,1912,37332,"Thurston, E. Temple",Thirteen
mdp.39076005018549,1912,84640,"Scott, Walter,",The works of Sir Walter Scott
uc2.ark:/13960/t0cv4cp58,1912,102601,"Hough, Emerson,",John Rawn
wu.89090350653,1898,62863,Erckmann-Chatrian.,The blockade of Phalsburg
nyp.33433074825328,1912,37559,"Bangs, Mary Rogers.",High Bradford
uc2.ark:/13960/fk5v698m1s,1912,32430,"Baldwin, James,",Fifty famous people
nyp.33433076087695,1912,59994,"Isham, Frederic Stewart,",A man and his money
uc2.ark:/13960/t08w39n13,1912,54439,"Kummer, Frederic Arnold,",The ivory snuff box
uc2.ark:/13960/t4pk09c70,1912,111967,"Altsheler, Joseph A.",The Texan star
uva.x002521088,1912,84902,"Norris, W. E.",The widower
nyp.33433076074867,1912,87870,"Tuttle, Margaretta Muhlenberg Perkins,",His worldly goods
coo.31924013641943,1912,88226,"Lowndes, Marie Belloc,",The chink in the armour
mdp.39015066052070,1912,46395,"Hancock, H. Irving",Uncle Sam's boys in the Philippines;
mdp.39015004317106,1912,99353,"Moore, George,",Spring days
mdp.49015002006352,1912,91799,"Scott, Walter,",The works of Sir Walter Scott
uc2.ark:/13960/t0ft8g416,1912,59543,"Woods, Alice,",Fame-seekers
nyp.33433075751770,1912,42125,"Stephens, James,","Mary, Mary"
uc2.ark:/13960/t3610wt9p,1912,144735,"Harte, Bret,",In the Carquinez woods
njp.32101064633447,1912,58918,"Putnam Weale, B. L.",The revolt
uc2.ark:/13960/t9m32p365,1912,50075,"Allen, James Lane,",The heroine in bronze;
nyp.33433076089709,1912,62003,"Glaspell, Susan,",Lifted masks;
mdp.49015002006329,1912,72912,"Scott, Walter,",The works of Sir Walter Scott
uva.x000417806,1912,81385,"Trollope, Anthony,",The Belton estate
uva.x000896839,1912,34699,"Browne, Lewis Allen,",Indian fairy tales
nyp.33433075767453,1912,93999,"Wentworth, Patricia.",The devil's wind
nyp.33433075756290,1912,22591,"Sinclair, May.",The flaw in the crystal
mdp.39015063960531,1912,68549,"Stevenson, Burton Egbert,",The mystery of the Boule cabinet;
mdp.39015063946969,1912,62992,"Norton, Roy,",The plunderer
uc2.ark:/13960/t02z1d52m,1912,186370,"Newland, Simpson,",Paving the way
uc2.ark:/13960/t0vq2t643,1912,123600,"Kauffman, Reginald Wright,",The house of bondage
uc2.ark:/13960/t3rv0kp5g,1913,90240,"Tearle, Christian",The pilgrim from Chicago
uc1.b3552946,1913,21417,"Dunsany, Edward John Moreton Drax Plunkett,",The book of wonder
uc1.$b440752,1913,27369,"Holley, Marietta,",Samantha on the woman question
uc2.ark:/13960/t1gh9c753,1913,95214,"Johnson, Owen,",The sixty-first second
nyp.33433074815105,1913,65640,"Brown, Bob,",What happened to Mary
wu.89005531611,1913,166021,<blank>,The German classics of the nineteenth and twentieth centuries
nyp.33433076074354,1913,55996,"Lincoln, Natalie Sumner.",The lost despatch
nyp.33433082173208,1913,75911,"Allen, Frances Newton Symmes.",The invaders
uc1.b3331869,1913,47690,"Steel, Flora Annie Webster,",The adventures of Akbar
nyp.33433076044639,1913,78477,"Shackelford, Ethel.",The jumping-off place
uc2.ark:/13960/t6qz25r09,1913,84879,"Bindloss, Harold,",His lady's pleasure
nyp.33433074919576,1913,95416,"Alexander, Miriam.",The ripple
mdp.39076002192677,1913,41564,"Chapman, Allen.",Tom Fairfield's pluck and luck
nyp.33433074864665,1913,42991,"Graham, Oscar.",A prince of his race;
uc1.b5034682,1913,47906,"Roberts, Charles G. D.,",Hoof and claw
uc2.ark:/13960/t4bn9zz22,1913,91029,"Gibbs, George,",Madcap
njp.32101068153798,1913,89256,"Kipling, Rudyard,",Traffics and discoveries
mdp.39015063946183,1913,90358,"Parrish, Randall,",The maid of the forest;
nyp.33433081603502,1913,16949,"Richards, Laura Elizabeth Howe,",The golden windows;
uc2.ark:/13960/t26971c28,1913,79457,"Holmes, Richard S.",Bradford Horton: Man
uc2.ark:/13960/t28913c2f,1913,60632,"Bailey, Temple,",Glory of youth
uc2.ark:/13960/t10p0zd2w,1913,69940,"Brady, Cyrus Townsend,",The island of the stairs
uc2.ark:/13960/t1qf91x3f,1913,189634,"Mackenzie, Compton,",Sinister street
uc2.ark:/13960/t0gt5fm93,1913,32355,"Sinclair, Upton,",Damaged goods;
uc1.b3759973,1913,78928,"Wells, H. G.",The passionate friends;
uc1.b4105375,1913,73688,"Merriman, Henry Seton,",The slave of the lamp
uc2.ark:/13960/t04x55p08,1913,149824,"Parker, Gilbert,",The judgment house;
mdp.39015063546231,1913,53242,"Davis, Richard Harding,",The Red cross girl
uc2.ark:/13960/t1td9zt9r,1913,95872,"Becke, Louis,",By reef and palm and The ebbing of the tide
mdp.39015047757474,1913,17373,"Wallace, Elizabeth,",Mark Twain and the Happy Island
nnc1.0026591928,1913,104413,"Green, Anna Katharine,",Masterpieces of mystery
nyp.33433074840566,1913,63808,"Curtis, Isabel Gordon,",The lapse of Enoch Wentworth
uc2.ark:/13960/t0xp7303d,1913,45130,"Garnett, Lucy Mary Jane.",Greek wonder tales
uc1.b4719406,1913,74999,"Henry, O.,",[Collected works]
nyp.33433074798533,1913,48192,"Douglas, Charles Noel,",Uncle Charlie's story book
mdp.39015063961885,1913,69862,"Stevenson, Robert Louis,",Treasure Island
wu.89056698715,1913,103283,"Gaboriau, Emile,",Caught in the net
mdp.39015063550324,1913,178656,"Harrison, Henry Sydnor,",V. V.'s eyes
uc2.ark:/13960/t8v984x90,1913,29222,"Glyn, Elinor,",The point of view
nyp.33433076065782,1913,79014,"Forman, Justus Miles,",The opening door
njp.32101066121995,1913,50515,"Gregor, Elmer Russell,",Camping on western trails;
uc2.ark:/13960/t3610x348,1913,93158,"Braby, Maud Churton.","Downward: a ""slice of life"""
uc2.ark:/13960/t6ww77f96,1913,102093,"Greene, Frances Nimmo.",The right of the strongest
mdp.39015063928116,1913,133756,"Ward, Humphry,",The mating of Lydia
uc1.b3272184,1913,14751,"Myers, Harriet Williams,",The birds' convention
uva.x030751270,1913,61904,"Hornblow, Arthur,",Mask
wu.89001937622,1913,66255,"Barrie, J. M.",The works of J. M. Barrie
miun.anw8972.0001.001,1913,32877,"Burks, Frances Williston.",Barbara's Philippine journey
uva.x000029753,1913,255574,"Dostoyevsky, Fyodor,",The idiot ;
mdp.39015005662641,1913,79539,<blank>,The thousand and one nights';
mdp.39015031243457,1914,92033,"Kipling, Rudyard,",Life's handicap;
nyp.33433076023880,1914,102895,"Norton, Roy,",The boomers
mdp.39015033156913,1914,76354,"Bazin, René,","""This, my son"" (Les Noellets)"
nyp.33433076094998,1914,75297,"Kummer, Frederic Arnold,",A lost paradise
uc2.ark:/13960/t3xs5q29r,1914,70530,"Quiller-Couch, Arthur,",The splendid spur;
nyp.33433074797303,1914,115237,"Wright, Harold Bell,",The eyes of the world;
nyp.33433076087877,1914,30368,"Havens, Munson Aldrich,",Old valentines;
uc2.ark:/13960/t0ks6k14p,1914,110509,"McCarter, Margaret Hill,",Winning the wilderness
mdp.39015030386802,1914,59092,"Wilson, Richard,",The Indian story book
mdp.39015023138194,1914,58422,"Jackson, Charles Tenney,",The fountain of youth
uc2.ark:/13960/t0pr7p36r,1914,47142,"Cornelius, Olivia Smith,",The Persian tassel
njp.32101068601622,1908,43051,"Henry, O.,",The gentle grafter
uc1.b3550737,1914,50570,"Stockton, Frank R.,",The lady or the tiger?
nyp.33433074787528,1914,74554,"Lincoln, Joseph Crosby,",Mr. Pratt's patients
uc2.ark:/13960/t76t0hr4v,1914,136957,"Hyde, Mary Ellen Burke,",The sins of the fathers
uc1.b4853663,1914,117951,"Milligan, Alice",Sons of the sea kings
mdp.39015028011164,1914,40111,"Gorky, Maksim,",Tales of two countries
nyp.33433074952163,1914,62073,"Curle, Richard,",Life is a dream
nyp.33433074866090,1914,42793,"Jones, Mabel Cronise.",Rome's fool
uc2.ark:/13960/t79s1pf6t,1914,137674,"Dunn, Robert.",The youngest world;
loc.ark:/13960/t16m3c69v,1914,58815,"Mechling, W. H.",Malecite tales
uc2.ark:/13960/t20c4t716,1914,53474,"Andersen, H. C.",Hans Andersen's fairy tales
uc2.ark:/13960/t5db7zx34,1914,69854,"Lagerlöf, Selma,",Liliecrona's home;
mdp.39015063926052,1914,125757,"Rawson, Marion Nicholl,",The priceless thing
uc2.ark:/13960/t6f18v44x,1914,42397,"Stow, Edith,",Nancy the joyous
uc2.ark:/13960/t9t14z42x,1914,70106,"Shoemaker, Henry W.,",Black Forest souvenirs
nyp.33433076079809,1914,78500,"Hutten zum Stolzenberg, Betsey Riddle,",Maria
uc2.ark:/13960/t0vq2xx4r,1914,60956,"Saki,",Beasts & super-beasts
inu.30000118522345,1914,58841,"Mechling, W. H.",Malecite tales
yale.39002053503117,1914,78224,"Callison, John James,","Bill Jones of Paradise Valley, Oklahoma;"
uva.x001839426,1914,75920,"Cross, Victoria.",Hilda against the world
inu.32000000358061,1914,95576,"Beresford, J. D.",The house in Demetrius road
mdp.39015001804718,1914,108662,"Kipling, Rudyard,",Kim
uc2.ark:/13960/t9k35nf5k,1914,148152,<blank>,Selected English short stories
uc2.ark:/13960/t3ws8vj43,1914,72427,"Brinkman, L H.",The breath of the Karroo
nyp.33433074949532,1914,99738,"Cribb, William Llanwarne,",Greylake of Mallerby
uc2.ark:/13960/t4hm5fb8c,1914,95671,"Pillsbury, Hervey Gorham,",Figures famed in fiction
nyp.33433074944590,1914,82422,"Cross, Victoria.",The night of temptation
uc2.ark:/13960/t8pc2xt91,1914,15039,"Burgess, Thornton W.",The adventures of Unc' Billy Possum
mdp.39015059413073,1914,100152,"Locke, William John,",The fortunate youth
nnc1.cu11722460,1914,88302,"Mitchell, S. Weir",Works
nyp.33433074952387,1867,142974,"Mühlbach, L.",The historical romances of Louisa Mühlbach
uc2.ark:/13960/t7vm44x4w,1914,17735,"Hobart, George V.",You should worry says John Henry
nyp.33433075762355,1914,109614,"Vaizey, George de Horne,",Lady Cassandra
nyp.33433076045438,1914,64998,"Morris, Gouverneur,",The incandescent lily
uva.x006095532,1914,52167,<blank>,Alaeddin and the enchanted lamp;
uc2.ark:/13960/t52f7mm89,1914,89091,"Connor, Ralph,",The patrol of the Sun Dance trail
nc01.ark:/13960/t1zc91g6j,1914,33199,"Maeterlinck, Maurice,",The blue bird for children
mdp.39015059788789,1914,49998,"Stockton, Frank R.,",The lady or the tiger?
uc2.ark:/13960/t3805035r,1914,56068,"Bedford-Jones, H.",The conquest
nyp.33433076088693,1915,92355,"Harris, Credo Fitch,",Sunlight Patch
mdp.39015012888734,1915,67017,"Chekhov, Anton Pavlovich,",The black monk and other stories
coo.31924074442876,1915,16375,"Burgess, Thornton W.",The adventures of Johnny Chuck
uc1.31158006287840,1915,98646,"Makgill, George,",Felons
uc1.b4088751,1915,20775,"Hauptmann, Gerhart,",Parsival
mdp.39015030847472,1915,59595,"Baker, Ray Stannard,",Hempfield;
nyp.33433076045172,1915,57709,"Morgan, Angela,",The imprisoned splendor
nyp.33433074941794,1915,92738,"Castle, Agnes,",The hope of the house
nyp.33433076042526,1915,46413,"Taber, Ralph Graham.",Chained lightning
